

Actual Temperature:	24.2

600

Well	600
A1	1.006
B1	0.088
C1	0.179
D1	0.120
E1	0.191
F1	0.200
G1	0.189
H1	0.180
A2	0.181
B2	0.436
C2	0.139
D2	0.204
E2	0.174
F2	0.202
G2	0.190
H2	0.169
A3	0.195
B3	0.080
C3	0.149
D3	0.234
E3	0.174
F3	0.178
G3	1.087
H3	0.172
A4	0.164
B4	0.085
C4	0.157
D4	0.166
E4	0.210
F4	0.167
G4	0.169
H4	0.173
A5	0.166
B5	0.131
C5	0.149
D5	0.394
E5	0.173
F5	0.175
G5	0.174
H5	0.197
A6	0.160
B6	0.152
C6	0.150
D6	0.114
E6	0.194
F6	0.165
G6	0.163
H6	0.182
A7	0.154
B7	0.140
C7	0.147
D7	0.165
E7	0.154
F7	0.165
G7	0.263
H7	0.174
A8	0.151
B8	0.141
C8	0.151
D8	0.167
E8	0.165
F8	0.166
G8	0.186
H8	0.181
A9	0.149
B9	0.073
C9	0.142
D9	0.164
E9	0.154
F9	0.094
G9	0.175
H9	0.184
A10	0.157
B10	0.125
C10	0.141
D10	0.190
E10	0.174
F10	0.181
G10	0.186
H10	0.171
A11	0.179
B11	0.081
C11	0.156
D11	0.170
E11	0.082
F11	0.182
G11	0.206
H11	0.178
A12	0.154
B12	0.077
C12	0.161
D12	0.166
E12	0.100
F12	0.098
G12	0.218
H12	0.188

