

Actual Temperature:	25.4

600

Well	600
A1	0.039
B1	0.169
C1	0.149
D1	0.170
E1	0.292
F1	0.304
G1	0.258
H1	0.295
A2	0.272
B2	0.215
C2	0.146
D2	0.174
E2	0.323
F2	0.295
G2	0.270
H2	0.298
A3	0.327
B3	0.213
C3	0.155
D3	0.154
E3	0.302
F3	0.319
G3	0.269
H3	0.299
A4	0.307
B4	0.194
C4	0.299
D4	0.145
E4	0.263
F4	0.303
G4	0.348
H4	0.297
A5	0.288
B5	0.174
C5	0.324
D5	0.119
E5	0.207
F5	0.344
G5	0.284
H5	0.296
A6	0.310
B6	0.170
C6	0.298
D6	0.247
E6	0.186
F6	0.389
G6	0.269
H6	0.286
A7	0.268
B7	0.177
C7	0.267
D7	0.124
E7	0.113
F7	0.126
G7	0.215
H7	0.302
A8	0.307
B8	0.179
C8	0.258
D8	0.136
E8	0.162
F8	0.121
G8	0.255
H8	0.287
A9	0.309
B9	0.172
C9	0.247
D9	0.202
E9	0.112
F9	0.125
G9	0.141
H9	0.303
A10	0.312
B10	0.102
C10	0.143
D10	0.284
E10	0.186
F10	0.117
G10	0.305
H10	0.286
A11	0.302
B11	0.104
C11	0.122
D11	0.316
E11	0.165
F11	0.121
G11	0.308
H11	0.308
A12	0.256
B12	0.308
C12	0.347
D12	0.303
E12	0.170
F12	0.136
G12	0.311
H12	0.323

