

Actual Temperature:	21.3

600

Well	600
A1	0.032
B1	0.084
C1	0.099
D1	0.131
E1	0.257
F1	0.305
G1	0.212
H1	0.209
A2	0.211
B2	0.074
C2	0.094
D2	0.225
E2	0.206
F2	0.401
G2	0.215
H2	0.220
A3	0.183
B3	0.078
C3	0.092
D3	0.113
E3	0.211
F3	0.562
G3	0.212
H3	0.223
A4	0.192
B4	0.093
C4	0.161
D4	0.151
E4	0.240
F4	0.210
G4	0.187
H4	0.218
A5	0.194
B5	0.091
C5	0.206
D5	0.122
E5	0.221
F5	0.211
G5	0.211
H5	0.417
A6	0.180
B6	0.085
C6	0.202
D6	0.144
E6	0.164
F6	0.206
G6	0.220
H6	0.248
A7	0.180
B7	0.102
C7	0.176
D7	0.145
E7	0.117
F7	0.103
G7	0.135
H7	0.211
A8	0.169
B8	0.113
C8	0.178
D8	0.136
E8	0.135
F8	0.095
G8	0.141
H8	0.296
A9	0.183
B9	0.108
C9	0.194
D9	0.116
E9	0.123
F9	0.092
G9	0.142
H9	0.252
A10	0.173
B10	0.086
C10	0.068
D10	0.253
E10	0.171
F10	0.136
G10	0.211
H10	0.231
A11	0.172
B11	0.107
C11	0.076
D11	0.196
E11	0.176
F11	0.110
G11	0.214
H11	0.222
A12	0.174
B12	0.084
C12	0.153
D12	0.168
E12	0.137
F12	0.105
G12	0.210
H12	0.235

