

Actual Temperature:	20.9

600

Well	600
A1	0.032
B1	0.343
C1	0.103
D1	0.117
E1	0.190
F1	0.196
G1	0.188
H1	0.539
A2	0.182
B2	0.092
C2	0.107
D2	0.110
E2	0.479
F2	0.213
G2	0.244
H2	0.179
A3	0.184
B3	0.314
C3	0.181
D3	0.181
E3	0.218
F3	0.238
G3	0.558
H3	0.173
A4	0.204
B4	0.108
C4	0.166
D4	0.175
E4	0.319
F4	0.186
G4	0.372
H4	0.192
A5	0.452
B5	0.101
C5	0.174
D5	0.136
E5	0.220
F5	0.232
G5	0.253
H5	0.405
A6	0.237
B6	0.181
C6	0.177
D6	0.145
E6	0.118
F6	0.439
G6	0.210
H6	0.577
A7	0.184
B7	0.196
C7	0.177
D7	0.182
E7	0.145
F7	0.209
G7	0.208
H7	0.193
A8	0.326
B8	0.272
C8	0.193
D8	0.173
E8	0.167
F8	0.216
G8	0.244
H8	0.295
A9	0.164
B9	0.102
C9	0.419
D9	0.229
E9	0.389
F9	0.272
G9	0.256
H9	0.214
A10	0.232
B10	0.093
C10	0.212
D10	0.362
E10	0.223
F10	0.192
G10	0.257
H10	0.198
A11	0.185
B11	0.103
C11	0.335
D11	0.276
E11	0.242
F11	0.155
G11	0.215
H11	0.189
A12	0.158
B12	0.101
C12	0.101
D12	0.247
E12	0.189
F12	0.153
G12	0.295
H12	0.269

