

Actual Temperature:	24.1

600

Well	600
A1	0.039
B1	0.083
C1	0.074
D1	0.090
E1	0.230
F1	0.212
G1	0.215
H1	0.255
A2	0.232
B2	0.078
C2	0.073
D2	0.091
E2	0.219
F2	0.205
G2	0.219
H2	0.237
A3	0.240
B3	0.092
C3	0.070
D3	0.081
E3	0.237
F3	0.208
G3	0.226
H3	0.224
A4	0.242
B4	0.079
C4	0.225
D4	0.106
E4	0.218
F4	0.229
G4	0.233
H4	0.202
A5	0.243
B5	0.081
C5	0.226
D5	0.105
E5	0.098
F5	0.232
G5	0.231
H5	0.190
A6	0.246
B6	0.086
C6	0.221
D6	0.086
E6	0.086
F6	0.230
G6	0.228
H6	0.198
A7	0.251
B7	0.088
C7	0.233
D7	0.092
E7	0.077
F7	0.079
G7	0.234
H7	0.213
A8	0.246
B8	0.086
C8	0.238
D8	0.090
E8	0.081
F8	0.089
G8	0.117
H8	0.214
A9	0.241
B9	0.082
C9	0.232
D9	0.090
E9	0.076
F9	0.082
G9	0.090
H9	0.229
A10	0.236
B10	0.086
C10	0.107
D10	0.213
E10	0.092
F10	0.072
G10	0.213
H10	0.241
A11	0.234
B11	0.088
C11	0.060
D11	0.217
E11	0.080
F11	0.100
G11	0.261
H11	0.252
A12	0.252
B12	0.088
C12	0.243
D12	0.228
E12	0.082
F12	0.098
G12	0.235
H12	0.248

