

Actual Temperature:	21.3

600

Well	600
A1	0.032
B1	0.089
C1	0.097
D1	0.106
E1	0.198
F1	0.263
G1	0.174
H1	0.203
A2	0.204
B2	0.088
C2	0.090
D2	0.147
E2	0.211
F2	0.229
G2	0.180
H2	0.192
A3	0.206
B3	0.077
C3	0.091
D3	0.164
E3	0.200
F3	0.210
G3	0.195
H3	0.199
A4	0.204
B4	0.085
C4	0.171
D4	0.122
E4	0.254
F4	0.193
G4	0.187
H4	0.191
A5	0.186
B5	0.095
C5	0.164
D5	0.119
E5	0.155
F5	0.217
G5	0.235
H5	0.180
A6	0.188
B6	0.109
C6	0.159
D6	0.130
E6	0.144
F6	0.207
G6	0.193
H6	0.239
A7	0.183
B7	0.269
C7	0.189
D7	0.136
E7	0.124
F7	0.129
G7	0.197
H7	0.189
A8	0.178
B8	0.136
C8	0.191
D8	0.117
E8	0.111
F8	0.137
G8	0.246
H8	0.213
A9	0.189
B9	0.116
C9	0.187
D9	0.117
E9	0.188
F9	0.137
G9	0.132
H9	0.213
A10	0.189
B10	0.102
C10	0.095
D10	0.187
E10	0.117
F10	0.127
G10	0.203
H10	0.226
A11	0.186
B11	0.095
C11	0.112
D11	0.253
E11	0.099
F11	0.144
G11	0.184
H11	0.198
A12	0.183
B12	0.109
C12	0.205
D12	0.200
E12	0.098
F12	0.111
G12	0.196
H12	0.218

