

Actual Temperature:	24.2

600

Well	600
A1	0.031
B1	0.099
C1	0.090
D1	0.111
E1	0.239
F1	0.239
G1	0.244
H1	0.269
A2	0.285
B2	0.096
C2	0.086
D2	0.114
E2	0.236
F2	0.254
G2	0.238
H2	0.272
A3	0.261
B3	0.096
C3	0.083
D3	0.102
E3	0.240
F3	0.248
G3	0.239
H3	0.263
A4	0.248
B4	0.085
C4	0.231
D4	0.086
E4	0.160
F4	0.229
G4	0.240
H4	0.268
A5	0.266
B5	0.165
C5	0.229
D5	0.092
E5	0.096
F5	0.239
G5	0.246
H5	0.311
A6	0.248
B6	0.085
C6	0.235
D6	0.095
E6	0.095
F6	0.238
G6	0.249
H6	0.267
A7	0.230
B7	0.092
C7	0.213
D7	0.085
E7	0.088
F7	0.094
G7	0.079
H7	0.260
A8	0.239
B8	0.096
C8	0.209
D8	0.088
E8	0.093
F8	0.081
G8	0.080
H8	0.262
A9	0.250
B9	0.095
C9	0.205
D9	0.139
E9	0.092
F9	0.096
G9	0.076
H9	0.281
A10	0.242
B10	0.078
C10	0.132
D10	0.229
E10	0.104
F10	0.088
G10	0.259
H10	0.248
A11	0.251
B11	0.076
C11	0.086
D11	0.237
E11	0.116
F11	0.095
G11	0.260
H11	0.259
A12	0.256
B12	0.077
C12	0.261
D12	0.252
E12	0.126
F12	0.103
G12	0.283
H12	0.272

