

Actual Temperature:	24.1

600

Well	600
A1	0.032
B1	0.086
C1	0.082
D1	0.093
E1	0.200
F1	0.224
G1	0.242
H1	0.247
A2	0.193
B2	0.093
C2	0.088
D2	0.095
E2	0.268
F2	0.229
G2	0.245
H2	0.246
A3	0.199
B3	0.095
C3	0.087
D3	0.096
E3	0.208
F3	0.223
G3	0.248
H3	0.262
A4	0.204
B4	0.130
C4	0.216
D4	0.161
E4	0.157
F4	0.180
G4	0.245
H4	0.230
A5	0.195
B5	0.118
C5	0.227
D5	0.177
E5	0.100
F5	0.205
G5	0.239
H5	0.228
A6	0.185
B6	0.092
C6	0.227
D6	0.178
E6	0.097
F6	0.210
G6	0.227
H6	0.228
A7	0.191
B7	0.111
C7	0.192
D7	0.148
E7	0.202
F7	0.243
G7	0.176
H7	0.258
A8	0.229
B8	0.111
C8	0.190
D8	0.168
E8	0.202
F8	0.213
G8	0.115
H8	0.268
A9	0.274
B9	0.107
C9	0.182
D9	0.140
E9	0.195
F9	0.222
G9	0.123
H9	0.278
A10	0.243
B10	0.100
C10	0.069
D10	0.215
E10	0.145
F10	0.208
G10	0.209
H10	0.273
A11	0.241
B11	0.105
C11	0.069
D11	0.216
E11	0.119
F11	0.164
G11	0.226
H11	0.257
A12	0.230
B12	0.108
C12	0.068
D12	0.208
E12	0.106
F12	0.162
G12	0.230
H12	0.286

