

Actual Temperature:	25.4

600

Well	600
A1	0.046
B1	0.209
C1	0.171
D1	0.181
E1	0.298
F1	0.302
G1	0.314
H1	0.326
A2	0.336
B2	0.155
C2	0.265
D2	0.116
E2	0.296
F2	0.275
G2	0.300
H2	0.337
A3	0.305
B3	0.190
C3	0.313
D3	0.117
E3	0.301
F3	0.288
G3	0.311
H3	0.343
A4	0.297
B4	0.192
C4	0.270
D4	0.185
E4	0.290
F4	0.300
G4	0.317
H4	0.288
A5	0.281
B5	0.174
C5	0.265
D5	0.197
E5	0.290
F5	0.298
G5	0.336
H5	0.296
A6	0.272
B6	0.166
C6	0.262
D6	0.288
E6	0.158
F6	0.299
G6	0.329
H6	0.294
A7	0.242
B7	0.193
C7	0.260
D7	0.187
E7	0.190
F7	0.197
G7	0.214
H7	0.311
A8	0.280
B8	0.182
C8	0.268
D8	0.174
E8	0.180
F8	0.197
G8	0.210
H8	0.298
A9	0.292
B9	0.165
C9	0.289
D9	0.143
E9	0.285
F9	0.193
G9	0.220
H9	0.303
A10	0.310
B10	0.135
C10	0.212
D10	0.266
E10	0.141
F10	0.247
G10	0.279
H10	0.314
A11	0.302
B11	0.125
C11	0.088
D11	0.282
E11	0.191
F11	0.244
G11	0.311
H11	0.333
A12	0.293
B12	0.129
C12	0.080
D12	0.265
E12	0.207
F12	0.235
G12	0.307
H12	0.349

