

Actual Temperature:	21.0

600

Well	600
A1	0.032
B1	0.093
C1	0.085
D1	0.164
E1	0.212
F1	0.198
G1	0.287
H1	0.222
A2	0.319
B2	0.087
C2	0.083
D2	0.085
E2	0.222
F2	0.212
G2	1.012
H2	0.226
A3	0.210
B3	0.088
C3	0.185
D3	0.210
E3	0.219
F3	0.225
G3	0.179
H3	0.243
A4	0.196
B4	0.094
C4	0.172
D4	0.110
E4	0.231
F4	0.237
G4	0.211
H4	0.384
A5	0.229
B5	0.142
C5	0.211
D5	0.160
E5	0.094
F5	0.205
G5	0.205
H5	0.191
A6	0.217
B6	0.140
C6	0.194
D6	0.556
E6	0.089
F6	0.207
G6	0.201
H6	0.188
A7	0.194
B7	0.094
C7	0.222
D7	0.116
E7	0.081
F7	0.081
G7	0.093
H7	0.227
A8	0.225
B8	0.097
C8	0.236
D8	0.105
E8	0.089
F8	0.089
G8	0.096
H8	0.215
A9	0.359
B9	0.092
C9	0.235
D9	0.085
E9	0.084
F9	0.083
G9	0.095
H9	0.219
A10	0.247
B10	0.447
C10	0.139
D10	0.216
E10	0.094
F10	0.285
G10	0.197
H10	0.947
A11	0.235
B11	0.089
C11	0.086
D11	0.203
E11	0.096
F11	0.095
G11	0.197
H11	0.222
A12	0.232
B12	0.103
C12	0.113
D12	0.376
E12	0.094
F12	0.088
G12	0.200
H12	0.259

