

Actual Temperature:	24.2

600

Well	600
A1	0.041
B1	0.070
C1	0.092
D1	0.200
E1	0.173
F1	0.163
G1	0.195
H1	0.181
A2	0.174
B2	0.068
C2	0.093
D2	0.107
E2	0.178
F2	0.163
G2	0.186
H2	0.184
A3	0.168
B3	0.071
C3	0.157
D3	0.084
E3	0.168
F3	0.178
G3	0.196
H3	0.178
A4	0.167
B4	0.077
C4	0.138
D4	0.099
E4	0.174
F4	0.173
G4	0.184
H4	0.193
A5	0.179
B5	0.079
C5	0.140
D5	0.098
E5	0.173
F5	0.170
G5	0.193
H5	0.237
A6	0.177
B6	0.187
C6	0.146
D6	0.107
E6	0.095
F6	0.168
G6	0.180
H6	0.191
A7	0.184
B7	0.231
C7	0.146
D7	0.098
E7	0.109
F7	0.188
G7	0.193
H7	0.175
A8	0.173
B8	0.165
C8	0.164
D8	0.127
E8	0.111
F8	0.176
G8	0.178
H8	0.163
A9	0.163
B9	0.082
C9	0.156
D9	0.175
E9	0.178
F9	0.114
G9	0.186
H9	0.157
A10	0.153
B10	0.075
C10	0.188
D10	0.186
E10	0.182
F10	0.113
G10	0.179
H10	0.157
A11	0.162
B11	0.087
C11	0.062
D11	0.184
E11	0.181
F11	0.115
G11	0.195
H11	0.167
A12	0.145
B12	0.088
C12	0.065
D12	0.186
E12	0.165
F12	0.418
G12	0.171
H12	0.159

