

Actual Temperature:	24.1

600

Well	600
A1	0.032
B1	0.098
C1	0.100
D1	0.100
E1	0.320
F1	0.234
G1	0.232
H1	0.232
A2	0.240
B2	0.090
C2	0.363
D2	0.585
E2	0.288
F2	0.243
G2	0.235
H2	0.284
A3	0.269
B3	0.100
C3	0.094
D3	0.190
E3	0.292
F3	0.235
G3	0.235
H3	0.281
A4	0.284
B4	0.115
C4	0.241
D4	0.431
E4	0.209
F4	0.269
G4	0.279
H4	0.227
A5	0.218
B5	0.103
C5	0.233
D5	0.172
E5	0.225
F5	0.255
G5	0.210
H5	0.228
A6	0.222
B6	0.097
C6	0.230
D6	0.755
E6	0.110
F6	0.250
G6	0.273
H6	0.236
A7	0.172
B7	0.101
C7	0.242
D7	0.205
E7	0.210
F7	0.992
G7	0.141
H7	0.264
A8	0.222
B8	0.090
C8	0.206
D8	0.419
E8	0.201
F8	1.147
G8	0.126
H8	0.326
A9	0.226
B9	0.106
C9	0.210
D9	0.248
E9	0.199
F9	1.311
G9	0.133
H9	0.510
A10	0.273
B10	0.083
C10	0.211
D10	0.216
E10	0.116
F10	1.421
G10	0.203
H10	0.277
A11	0.225
B11	0.078
C11	0.158
D11	0.229
E11	0.130
F11	0.211
G11	0.228
H11	0.300
A12	0.406
B12	0.083
C12	0.098
D12	0.229
E12	0.129
F12	0.226
G12	0.213
H12	0.278

