

Actual Temperature:	20.9

600

Well	600
A1	0.187
B1	0.118
C1	0.169
D1	0.114
E1	0.177
F1	0.221
G1	0.198
H1	0.449
A2	0.359
B2	0.313
C2	0.148
D2	0.274
E2	0.268
F2	0.227
G2	0.278
H2	0.394
A3	0.218
B3	0.095
C3	0.202
D3	0.334
E3	0.226
F3	0.225
G3	0.231
H3	0.239
A4	0.169
B4	0.101
C4	0.179
D4	0.281
E4	0.260
F4	0.239
G4	0.427
H4	0.227
A5	0.375
B5	0.162
C5	0.180
D5	0.120
E5	0.226
F5	0.231
G5	0.426
H5	0.203
A6	0.186
B6	0.178
C6	0.170
D6	0.117
E6	0.231
F6	0.427
G6	0.194
H6	0.296
A7	0.201
B7	0.167
C7	0.191
D7	0.213
E7	0.249
F7	0.210
G7	0.258
H7	0.279
A8	0.218
B8	0.170
C8	0.187
D8	0.215
E8	0.212
F8	0.219
G8	0.236
H8	0.229
A9	0.210
B9	0.089
C9	0.176
D9	0.212
E9	0.224
F9	0.399
G9	0.220
H9	0.314
A10	0.191
B10	0.178
C10	0.239
D10	0.289
E10	0.221
F10	0.390
G10	0.281
H10	0.240
A11	0.188
B11	0.111
C11	0.249
D11	0.228
E11	0.141
F11	0.221
G11	0.260
H11	0.197
A12	0.242
B12	0.113
C12	0.218
D12	0.189
E12	0.122
F12	0.131
G12	0.239
H12	0.213

