

Actual Temperature:	24.1

600

Well	600
A1	0.038
B1	0.075
C1	0.090
D1	0.144
E1	0.214
F1	0.191
G1	0.182
H1	0.195
A2	0.194
B2	0.079
C2	0.082
D2	0.098
E2	0.211
F2	0.202
G2	0.182
H2	0.206
A3	0.190
B3	0.077
C3	0.083
D3	0.098
E3	0.216
F3	0.201
G3	0.200
H3	0.453
A4	0.189
B4	0.087
C4	0.219
D4	0.209
E4	0.241
F4	0.217
G4	0.198
H4	0.203
A5	0.185
B5	0.118
C5	0.203
D5	0.139
E5	0.200
F5	0.794
G5	0.207
H5	0.204
A6	0.185
B6	0.092
C6	0.196
D6	0.154
E6	0.124
F6	0.275
G6	0.209
H6	0.214
A7	0.197
B7	0.110
C7	0.198
D7	0.119
E7	0.106
F7	0.107
G7	0.114
H7	0.206
A8	0.178
B8	0.098
C8	0.203
D8	0.339
E8	0.119
F8	0.092
G8	0.159
H8	0.206
A9	0.181
B9	0.097
C9	0.197
D9	0.103
E9	0.110
F9	0.093
G9	0.142
H9	0.216
A10	0.184
B10	0.081
C10	0.070
D10	0.203
E10	0.142
F10	0.182
G10	0.182
H10	0.208
A11	0.180
B11	0.079
C11	0.068
D11	0.210
E11	0.133
F11	0.096
G11	0.198
H11	0.209
A12	0.210
B12	0.076
C12	0.114
D12	0.207
E12	0.126
F12	0.114
G12	0.205
H12	0.215

