

Actual Temperature:	25.4

600

Well	600
A1	0.040
B1	0.149
C1	0.157
D1	0.354
E1	0.269
F1	0.306
G1	0.291
H1	0.274
A2	0.248
B2	0.175
C2	0.171
D2	0.387
E2	0.272
F2	0.320
G2	0.297
H2	0.263
A3	0.246
B3	0.162
C3	0.184
D3	0.210
E3	0.249
F3	0.332
G3	0.275
H3	0.274
A4	0.240
B4	0.140
C4	0.253
D4	0.257
E4	0.407
F4	0.287
G4	0.261
H4	0.274
A5	0.248
B5	0.202
C5	0.264
D5	0.203
E5	0.221
F5	0.278
G5	0.240
H5	0.269
A6	0.244
B6	0.240
C6	0.267
D6	0.180
E6	0.188
F6	0.283
G6	0.244
H6	0.261
A7	0.215
B7	0.191
C7	0.226
D7	0.388
E7	0.170
F7	0.439
G7	0.335
H7	0.283
A8	0.236
B8	0.212
C8	0.229
D8	0.549
E8	0.190
F8	0.194
G8	0.310
H8	0.295
A9	0.248
B9	0.196
C9	0.218
D9	0.221
E9	0.238
F9	0.216
G9	0.280
H9	0.286
A10	0.268
B10	0.127
C10	0.173
D10	0.271
E10	0.251
F10	0.194
G10	0.265
H10	0.257
A11	0.265
B11	0.131
C11	0.491
D11	0.262
E11	0.189
F11	0.205
G11	0.273
H11	0.253
A12	0.261
B12	0.191
C12	0.644
D12	0.270
E12	0.334
F12	0.146
G12	0.305
H12	0.279

