

Actual Temperature:	24.0

600

Well	600
A1	0.038
B1	0.106
C1	0.094
D1	0.120
E1	0.275
F1	0.238
G1	0.254
H1	0.314
A2	0.232
B2	0.133
C2	0.121
D2	0.156
E2	0.284
F2	0.255
G2	0.264
H2	0.317
A3	0.251
B3	0.108
C3	0.103
D3	0.190
E3	0.294
F3	0.275
G3	0.276
H3	0.307
A4	0.249
B4	0.106
C4	0.253
D4	0.207
E4	0.236
F4	0.300
G4	0.313
H4	0.259
A5	0.254
B5	0.195
C5	0.259
D5	0.408
E5	0.112
F5	0.305
G5	0.329
H5	0.257
A6	0.241
B6	0.112
C6	0.268
D6	0.200
E6	0.113
F6	0.301
G6	0.254
H6	0.265
A7	0.227
B7	0.114
C7	0.249
D7	0.127
E7	0.165
F7	0.229
G7	0.101
H7	0.267
A8	0.237
B8	0.111
C8	0.256
D8	0.227
E8	0.184
F8	0.231
G8	0.099
H8	0.260
A9	0.248
B9	0.113
C9	0.264
D9	0.206
E9	0.188
F9	0.244
G9	0.104
H9	0.254
A10	0.252
B10	0.110
C10	0.107
D10	0.261
E10	0.106
F10	0.136
G10	0.286
H10	0.330
A11	0.238
B11	0.176
C11	0.090
D11	0.266
E11	0.098
F11	0.202
G11	0.293
H11	0.324
A12	0.267
B12	0.165
C12	0.071
D12	0.254
E12	0.101
F12	0.211
G12	0.286
H12	0.320

